1	1886756	2399000
1	1886756	2394477
1	1886756	2370806
1	1886756	1471682
1	1886756	2684
1	1886756	1740
1	1886756	1861778
1	2684	4258
1	2684	15388
1	2684	1886756
1	2684	1466257
1	2684	1930
1	2684	2401031
1	2684	2423022
1	2684	4475
1	2684	2419796
1	2684	3553
1	2684	2399000
1	2684	2394477
1	2684	2370806
1	2684	1471682
1	2684	2684
1	2684	1740
1	2684	1861778
1	4258	4258
1	4258	15388
1	4258	1886756
1	4258	1466257
1	4258	1930
1	4258	2401031
1	4258	2423022
1	4258	4475
1	4258	2419796
1	4258	3553
1	4258	2399000
1	4258	2394477
1	4258	2370806
1	4258	1471682
1	4258	2684
1	4258	1740
1	4258	1861778
1	1930	4258
1	1930	15388
1	1930	1886756
1	1930	1466257
1	1930	1930
1	1930	2401031
1	1930	2423022
1	1930	4475
1	1930	2419796
1	1930	3553
1	1930	2399000
1	1930	2394477
1	1930	2370806
1	1930	1471682
1	1930	2684
1	1930	1740
1	1930	1861778
1	2075296	4258
1	2075296	15388
1	2075296	1886756
1	2075296	1466257
1	2075296	1930
1	2075296	2401031
1	2075296	2423022
1	2075296	4475
1	2075296	2419796
1	2075296	3553
1	2075296	2399000
1	2075296	2394477
1	2075296	2370806
1	2075296	1471682
1	2075296	2684
1	2075296	1740
1	2075296	1861778
1	2129165	4258
1	2129165	15388
1	2129165	1886756
1	2129165	1466257
1	2129165	1930
1	2129165	2401031
1	2129165	2423022
1	2129165	4475
1	2129165	2419796
1	2129165	3553
1	2129165	2399000
1	2129165	2394477
1	2129165	2370806
1	2129165	1471682
1	2129165	2684
1	2129165	1740
1	2129165	1861778
1	1466257	4258
1	1466257	15388
1	1466257	1886756
1	1466257	1466257
1	1466257	1930
1	1466257	2401031
1	1466257	2423022
1	1466257	4475
1	1466257	2419796
1	1466257	3553
1	1466257	2399000
1	1466257	2394477
1	1466257	2370806
1	1466257	1471682
1	1466257	2684
1	1466257	1740
1	1466257	1861778
1	1740	4258
1	1740	15388
1	1740	1886756
1	1740	1466257
1	1740	1930
1	1740	2401031
1	1740	2423022
1	1740	4475
1	1740	2419796
1	1740	3553
1	1740	2399000
1	1740	2394477
1	1740	2370806
1	1740	1471682
1	1740	2684
1	1740	1740
1	1740	1861778
1	1861778	4258
1	1861778	15388
1	1861778	1886756
1	1861778	1466257
1	1861778	1930
1	1861778	2401031
1	1861778	2423022
1	1861778	4475
1	1861778	2419796
1	1861778	3553
1	1861778	2399000
1	1861778	2394477
1	1861778	2370806
1	1861778	1471682
1	1861778	2684
1	1861778	1740
1	1861778	1861778
2	2127808	4258
2	2127808	15388
2	2127808	1886756
2	2127808	2684
2	2127808	1930
2	2127808	2399000
2	2127808	4475
2	2127808	2419796
2	2127808	3553
2	2127808	2401031
2	2127808	2394477
2	2127808	2370806
2	2127808	1471682
2	2127808	1466257
2	2127808	1740
2	2127808	1861778
2	3553	4258
2	3553	15388
2	3553	1886756
2	3553	2684
2	3553	1930
2	3553	2399000
2	3553	4475
2	3553	2419796
2	3553	3553
2	3553	2401031
2	3553	2394477
2	3553	2370806
2	3553	1471682
2	3553	1466257
2	3553	1740
2	3553	1861778
2	1471682	4258
2	1471682	15388
2	1471682	1886756
2	1471682	2684
2	1471682	1930
2	1471682	2399000
2	1471682	4475
2	1471682	2419796
2	1471682	3553
2	1471682	2401031
2	1471682	2394477
2	1471682	2370806
2	1471682	1471682
2	1471682	1466257
2	1471682	1740
2	1471682	1861778
2	2120997	4258
2	2120997	15388
2	2120997	1886756
2	2120997	2684
2	2120997	1930
2	2120997	2399000
2	2120997	4475
2	2120997	2419796
2	2120997	3553
2	2120997	2401031
2	2120997	2394477
2	2120997	2370806
2	2120997	1471682
2	2120997	1466257
2	2120997	1740
2	2120997	1861778
2	4475	4258
2	4475	15388
2	4475	1886756
2	4475	2684
2	4475	1930
2	4475	2399000
2	4475	4475
2	4475	2419796
2	4475	3553
2	4475	2401031
2	4475	2394477
2	4475	2370806
2	4475	1471682
2	4475	1466257
2	4475	1740
2	4475	1861778
2	15388	4258
2	15388	15388
2	15388	1886756
2	15388	2684
2	15388	1930
2	15388	2399000
2	15388	4475
2	15388	2419796
2	15388	3553
2	15388	2401031
2	15388	2394477
2	15388	2370806
2	15388	1471682
2	15388	1466257
2	15388	1740
2	15388	1861778
2	1886756	4258
2	1886756	15388
2	1886756	1886756
2	1886756	2684
2	1886756	1930
2	1886756	2399000
2	1886756	4475
2	1886756	2419796
2	1886756	3553
2	1886756	2401031
2	1886756	2394477
2	1886756	2370806
2	1886756	1471682
2	1886756	1466257
2	1886756	1740
2	1886756	1861778
2	2684	4258
2	2684	15388
2	2684	1886756
2	2684	2684
2	2684	1930
2	2684	2399000
2	2684	4475
2	2684	2419796
2	2684	3553
2	2684	2401031
2	2684	2394477
2	2684	2370806
2	2684	1471682
2	2684	1466257
2	2684	1740
2	2684	1861778
2	4258	4258
2	4258	15388
2	4258	1886756
2	4258	2684
2	4258	1930
2	4258	2399000
2	4258	4475
2	4258	2419796
2	4258	3553
2	4258	2401031
2	4258	2394477
2	4258	2370806
2	4258	1471682
2	4258	1466257
2	4258	1740
2	4258	1861778
2	1930	4258
2	1930	15388
2	1930	1886756
2	1930	2684
2	1930	1930
2	1930	2399000
2	1930	4475
2	1930	2419796
2	1930	3553
2	1930	2401031
2	1930	2394477
2	1930	2370806
2	1930	1471682
2	1930	1466257
2	1930	1740
2	1930	1861778
2	2075296	4258
2	2075296	15388
2	2075296	1886756
2	2075296	2684
2	2075296	1930
2	2075296	2399000
2	2075296	4475
2	2075296	2419796
2	2075296	3553
2	2075296	2401031
2	2075296	2394477
2	2075296	2370806
2	2075296	1471682
2	2075296	1466257
2	2075296	1740
2	2075296	1861778
2	2129165	4258
2	2129165	15388
2	2129165	1886756
2	2129165	2684
2	2129165	1930
2	2129165	2399000
2	2129165	4475
2	2129165	2419796
2	2129165	3553
2	2129165	2401031
2	2129165	2394477
2	2129165	2370806
2	2129165	1471682
2	2129165	1466257
2	2129165	1740
2	2129165	1861778
2	1466257	4258
2	1466257	15388
2	1466257	1886756
2	1466257	2684
2	1466257	1930
2	1466257	2399000
2	1466257	4475
2	1466257	2419796
2	1466257	3553
2	1466257	2401031
2	1466257	2394477
2	1466257	2370806
2	1466257	1471682
2	1466257	1466257
2	1466257	1740
2	1466257	1861778
2	1740	4258
2	1740	15388
2	1740	1886756
2	1740	2684
2	1740	1930
2	1740	2399000
2	1740	4475
2	1740	2419796
2	1740	3553
2	1740	2401031
2	1740	2394477
2	1740	2370806
2	1740	1471682
2	1740	1466257
2	1740	1740
2	1740	1861778
2	1861778	4258
2	1861778	15388
2	1861778	1886756
2	1861778	2684
2	1861778	1930
2	1861778	2399000
2	1861778	4475
2	1861778	2419796
2	1861778	3553
2	1861778	2401031
2	1861778	2394477
2	1861778	2370806
2	1861778	1471682
2	1861778	1466257
2	1861778	1740
2	1861778	1861778
